Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2023-06-28,Indiana Jones and the Temple of Doom,1984,https://boxd.it/4r4zD1,3,Yes,"The first and last 20 minutes are a ton of fun, and the production value is still amazing. It's really well made, the set pieces especially, and the fact that it commits to the bit is super admirable on a technical level.

But the screenplay is just trivial. The stakes are insignificant since it's a prequel and you know Indiana survives, and none of the story elements are rooted in anything I can feel anything towards so it ends up just being fairly boring and annoying. Even as a kid, I wasn't scared or laughing at all. It doesn't help that the supporting characters aren't strong enough for me to give a shit either.

I never liked this one much as a kid, and I still don't like it much today. I don't hate it, but it leaves no lasting impression except for being excited that <i>The Last Crusade</i> is next.","dvd, w/ dad, w/ quinn, at home",2023-06-27
2023-06-28,Talk to Me,2022,https://boxd.it/4rbQkz,4,,"I got nothing else to say right now other than this was genuinely horrifying and I loved it. I’m kinda speechless, this movie isn’t perfect but it’s the first horror movie in a while that’s left me in a bad, nervous headspace from how well it worked on me. There were some buried memories and nightmares that got dug up as I watched this.

I say this both with and without the bias I have for RackaRacka… this is a really great debut. Absolutely go see it when it comes out.","amc river east 21, w/ hazel, early screener",2023-06-27
2023-06-29,Indiana Jones and the Last Crusade,1989,https://boxd.it/4rssbn,4.5,Yes,"George Lucas loves to end his trilogies with stories about parent issues, and bless him for it. The search for the father is the search for the holy grail.


This was the first <i>Indiana Jones</i> film I saw all the way through when I was 7, and I had never seen something so exciting and funny that also appealed to my interest for history. Film and its capabilities were so new, and little did I know that was barely even the tip of the iceberg. I miss that time of my life.

Anyways, this is still my definite favorite of the series.","paramount+, w/ dad, w/ mom, at home",2023-06-28
2023-06-30,Indiana Jones and the Kingdom of the Crystal Skull,2008,https://boxd.it/4rEPvf,3,Yes,"This is not a very good movie but it made me feel nostalgic and, as I've been saying in the last few reviews, took me back to when I was 7 and the world was new. I will always personally appreciate this mid movie for that reason alone.","paramount+, w/ dad, at home",2023-06-29
2023-06-30,Stranger Than Paradise,1984,https://boxd.it/4rL3Wh,3.5,,"This is the boring America that I feel I’ve experienced most of my life, which is admirable from a cinematic standpoint in how it captures the desolate aesthetic. But also because of this I was turned off at a good number of points. Strange is an apt adjective here, I‘ll probably be thinking about this movie on and off for a while.

It felt like a directorial debut not just in its obvious and intentional simplicity, but in how every film it reminded me of is also a debut -- <i>Je Tu Il Elle</i>, <i>The Seventh Continent</i>, <i>Buffalo '66</i>, <i>Breathless, </i>etc...
But I definitely see it growing on me, like <i style=""-webkit-text-size-adjust: 100%;"">Seventh Continent</i> in particular did.","criterion channel, w/ dad, w/ mom, at home",2023-06-29
2023-07-01,Hard Boiled,1992,https://boxd.it/4s0rEL,4,,"He was saved by the little piss-pot.

And a bunch of other really awesome action (Hong Kong does it so insanely well), mise-en-scene (John Woo loves his insert shots), powerful performances (Tony Leung!), and intense use of freeze frames and slo-mo. Reeeally great stuff, I wish I remembered to take my Adderall today so I could’ve focused a touch better.","amazon prime, w/ cam, at a friend's place",2023-06-30
2023-07-02,Indiana Jones and the Dial of Destiny,2023,https://boxd.it/4scAFR,2.5,,"The Dial of Disney.

It's never offensively bad, and there are a handful of entertaining action sequences and promising setups. But the lack of Spielberg's concise direction and creative choices in favor of overstylized Disney shit sticks out like a sore thumb, and the movie just isn't fun or enjoyable like the first four are… there are more emotional beats here, only a few of them effective, and at that rate it takes itself much more seriously than all the previous entries. I just found it a really frustrating experience, definitely my new least favorite of the franchise.","amc naperville 16, w/ dad, w/ mom, w/ quinn",2023-07-01
2023-07-03,Mission: Impossible II,2000,https://boxd.it/4sGbzf,3,,"John Woo's direction shines a lot in the second half as most of the story drama is forgotten for a great series of chases and twists to close things out; practical effects, hand-to-hand combat, slo-mo and all.
But the drama leading up to it is pretty bad, and unfortunately difficult to overlook. The first half is 50% fine spy movie, 50% everyone wanting to fuck Thandie Newton (PSA: that’s not a character trait). The second half reigns supreme for me so I'd call it a decent movie overall, but the characters and stakes are lazy and prevent it from being any better. Robert Towne, what happened?","paramount+, w/ dad, w/ mom, at home",2023-07-02
2023-07-04,Mission: Impossible III,2006,https://boxd.it/4t1gdP,3,,"It's a solid 2006 action movie, and it’s admirable in a camp way how J.J. leaned so heavily into the late 90s/early 00s aesthetic for his directorial debut. But this entry mostly forgot that it’s part of a spy-mystery franchise, as there isn't really any intrigue to be found or a real enthusing plot for that matter. It's weirdly straightforward from start to finish. Enjoyable enough and somewhat of an improvement over the previous film, but not particularly great.


Two funny things I noticed:
1. The supporting cast really outshines Cruise here, as Simon Pegg was given a silly introduction and Philip Seymour Hoffman was surprisingly camp. (this entire movie kinda is)
2. The War on Terror metaphors are kinda hilariously obvious.","paramount+, w/ dad, w/ mom, at home",2023-07-03
2023-07-06,Happy Together,1997,https://boxd.it/4tAyjB,,Yes,"I spent all day yesterday outside and today I had a stressful shift. I’m really tired and watching a movie was definitely not the move tonight, but this was still good.
I genuinely did not plan on rewatching it exactly one year after my first watch but it’s cool as fuck that I did.","criterion channel, at home",2023-07-05
2023-07-09,Dark Star,1974,https://boxd.it/4ugvzF,3,,"John Carpenter’s debut feels like a debut. On one hand, it has some solid production design and editing, but the screenplay just isn’t that interesting and at times had me wondering if Carpenter meant to write something satirical or if it ended up being funny unintentionally. Was Ed Wood’s <i>Plan 9</i> a light influence?

On the other, the final 15 minutes are genuinely well orchestrated and thought provoking - Carpenter finally proves himself as a director with potential. Here you can tell he really likes Kubrick and <i>Twilight Zone</i>. (not as good as either of those but you can see the parallels)

The mediocrity of everything leading up to it does make me wonder if this needed to be a feature. But I’ll give it a small benefit of the doubt for now.","criterion channel, car dvd / on a roadtrip",2023-07-08
2023-07-09,24 Days,2014,https://boxd.it/4unyDJ,4,,"I had never heard of this until Hoopla recommended it to me, and I went in completely blind which wasn’t my brightest idea for a movie on vacation since this was really depressing… whoops!

It was great though - powerful, important, very well acted, and mostly tightly made. It doesn’t blow the roof off the crime-drama genre, but it’s comparable to recent acclaimed efforts such as <i>Holy Spider.</i> And this is a case where simplicity in parts of the presentation work effectively for maximum emotional impact as opposed to something more stylized.

There were a few scenes that felt edited like a TV show and that took me out, specifically during a pivotal emotional moment. Part of me also feels this would’ve worked better as a documentary, but I definitely felt its impact at the end and would recommend it if you’re in the mood for something real and devastating.","hoopla, car dvd / on a roadtrip",2023-07-08
2023-07-10,Barbarian,2022,https://boxd.it/4uyfAt,3.5,Yes,"<i>Barbarian</i> has been growing on me since I first saw it, but I never thought to actually sit down and rewatch it until tonight when I switched to HBO at the exact right moment when the opening logos were rolling.
I grew up watching movies on cable TV with my dad whenever something was playing he wanted to show me, so I felt really nostalgic when I got the chance to do it again, on a family vacation no less.

Anyways, watching it late after a day of driving through three states wasn’t my brightest idea, but I can still say with certainty that I was too harsh the first time and that <i>Barbarian</i> is indeed a very good movie.

In particular, I have been thinking about the film’s editing the most in the last 7 months, especially the blunt jump cuts between narratives. They are truly bold choices, especially from a directorial debut, and on first impression lost me, as I understood why they were used but failed to impress me on a thematic level. I didn’t gain an emotional connection from them.

On watch 2, I still don’t have a strong emotional connection to the movie, but my admiration for the bold choices is even stronger now. The first act is certainly my favorite, as Cregger introduces what is clearly a horror setting with a consistent sense of unnerve and tension without actively trying to scare the audience every few seconds, the mark of any good horror beginning. The two leads are actively interesting, and all their conversations are really impressive in how genuine they feel.

What impresses me most about <i>Barbarian</i> is how it uses geography. The location of Brightmoor in Detroit isn’t shown until 25 minutes in, making for a reveal and unnerving aesthetic that will gain the attention from any viewer who has been told to avoid areas like this their whole life. The following introduction of Los Angeles in the second chapter sets up an interesting contrast that develops AJ’s character just as much as his angering conversations do.

The third act still falls short for me, as the interesting characters serve no further purpose than to fulfill horror genre tropes and the monster isn’t given a ton more development than just the disgusting monster, especially when it goes 100% horror after developing a commentary on how the USA has failed neighborhoods like Brightmoor over the years. I will admit though I was able to have more fun with the pulpy finale this time around.


TL;DR — really good horror movie. The setup is excellent and enough to warrant a watch, even if it gets weaker as it goes along.","on tv, in a hotel, w/ dad",2023-07-08
